aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
2125472.419999999,92.78848900000004,155.0,2290663.858999999,100.00000017210013,1700.0,68254.31800000003,2.9796749165999987,516.0,380.46400000000006,0.016609333600000005,155.0,35642.937,1.5560096130999999,465.0,377.9289999999998,0.016498668799999994,155.0,31080.457000000002,1.3568324100000007,151.0,1030.21,0.0449743,1.0,26097.94200000002,1.1393178600000007,100.0,153.192,0.00668767,1.0,2173.99,0.0949064,1.0,resnet152-v1-7.onnx
2126827.9,92.82523899999994,155.0,2291217.1580000008,99.99999652089981,1700.0,67645.28100000006,2.9523732737999957,516.0,376.191,0.016418826500000004,155.0,35513.38900000003,1.5499800749000003,465.0,364.9870000000001,0.015929825699999997,155.0,31134.488000000023,1.358862790000001,151.0,1023.34,0.0446636,1.0,26063.368000000002,1.1375329499999995,100.0,153.014,0.00667828,1.0,2115.2,0.0923179,1.0,resnet152-v1-7.onnx
2122425.1499999994,92.72278299999998,155.0,2289000.9890000033,100.00001174189994,1700.0,68794.888,3.005454601899999,516.0,372.4989999999999,0.0162734304,155.0,35894.11099999998,1.5681118327000008,465.0,365.6969999999999,0.015976266900000004,155.0,31540.815,1.3779299699999996,151.0,1026.92,0.0448635,1.0,26214.097999999998,1.1452196800000007,100.0,149.551,0.00653346,1.0,2217.26,0.096866,1.0,resnet152-v1-7.onnx
2122811.830000001,92.78691789999999,155.0,2287835.7010000013,100.0000176879,1700.0,68553.20700000001,2.9964217871999974,516.0,379.5679999999998,0.016590705699999993,155.0,35108.95000000001,1.5345920790000003,465.0,369.14399999999995,0.016135075999999995,155.0,31222.18300000001,1.3647039999999997,151.0,1028.63,0.0449609,1.0,26029.503000000004,1.1377348999999992,100.0,151.156,0.00660694,1.0,2181.53,0.0953534,1.0,resnet152-v1-7.onnx
2129678.549999999,92.87247400000005,155.0,2293121.3479999993,99.99999713210029,1700.0,67268.20900000002,2.933477228199997,516.0,374.408,0.016327436999999993,155.0,35168.73000000004,1.5336619421000004,465.0,373.4620000000001,0.0162861848,155.0,31036.942,1.3534797499999995,151.0,1025.95,0.0447403,1.0,25846.44399999999,1.1271288300000002,100.0,151.563,0.00660946,1.0,2197.09,0.095812,1.0,resnet152-v1-7.onnx
2131345.7499999995,92.96341300000002,155.0,2292671.863999996,100.00001053069995,1700.0,66580.308,2.904048457999999,516.0,374.117,0.016317947100000008,155.0,34949.91400000004,1.5244179797999993,465.0,366.75800000000004,0.015996965799999995,155.0,30281.617000000002,1.3208000599999994,151.0,1023.96,0.0446625,1.0,25410.045,1.1083158500000005,100.0,150.025,0.00654367,1.0,2189.37,0.0954941,1.0,resnet152-v1-7.onnx
2125670.4000000013,92.88907000000003,155.0,2288396.9490000024,100.000009758,1700.0,67014.75200000004,2.9284575363,516.0,376.1480000000002,0.0164371886,155.0,35157.58199999998,1.536341160799999,465.0,371.1960000000001,0.016220782299999993,155.0,30733.705000000013,1.3430231800000008,151.0,1022.43,0.044679,1.0,25719.01599999999,1.1238876300000005,100.0,152.13,0.00664788,1.0,2179.59,0.0952454,1.0,resnet152-v1-7.onnx
2137429.3600000003,92.79046199999998,155.0,2303501.1190000013,99.99999643850006,1700.0,68661.27499999995,2.980734285399999,516.0,383.56200000000007,0.016651256400000005,155.0,35829.575999999994,1.5554395722000005,465.0,369.85900000000015,0.016056374499999995,155.0,31319.069000000007,1.3596286500000003,151.0,1018.63,0.044221,1.0,26163.163,1.1357995899999995,100.0,152.985,0.00664141,1.0,2173.64,0.0943623,1.0,resnet152-v1-7.onnx
2129364.49,92.89968,155.0,2292112.003000002,100.00001044110022,1700.0,67222.195,2.9327629695999975,516.0,379.6460000000002,0.01656314959999999,155.0,35148.64600000003,1.5334612937999992,465.0,372.21900000000016,0.016239128100000007,155.0,30585.499999999975,1.33438049,151.0,1026.89,0.0448011,1.0,25660.298000000003,1.1195042999999998,100.0,152.609,0.00665801,1.0,2199.51,0.09596,1.0,resnet152-v1-7.onnx
2128045.2100000004,92.91598399999991,155.0,2290289.477000001,99.9999912030998,1700.0,67440.01999999996,2.9446072910999987,516.0,380.75999999999993,0.016624967699999993,155.0,34999.80499999997,1.5281825209999995,465.0,373.29599999999976,0.016299073300000005,155.0,30306.074,1.3232419900000003,151.0,1018.61,0.0444751,1.0,25438.82399999999,1.11072518,100.0,152.668,0.00666588,1.0,2134.21,0.0931852,1.0,resnet152-v1-7.onnx
2135501.5200000005,92.77433,155.0,2301823.996999999,100.00001194029998,1700.0,68727.224,2.9857727561000003,516.0,383.1850000000001,0.016647015699999993,155.0,35895.23999999999,1.5594253720000004,465.0,364.201,0.015822286499999994,155.0,31318.517999999996,1.3605960300000002,151.0,1023.1,0.0444474,1.0,26249.43800000001,1.1403754800000003,100.0,151.711,0.0065909,1.0,2209.86,0.0960047,1.0,resnet152-v1-7.onnx
2134306.6900000004,92.85358000000001,155.0,2298571.9870000044,99.99998672320007,1700.0,67466.86499999996,2.9351647309,516.0,383.61800000000017,0.016689410499999998,155.0,35529.38599999997,1.5457156838999986,465.0,366.27600000000007,0.015934947899999996,155.0,31126.03399999999,1.3541465300000002,151.0,1033.34,0.0449558,1.0,26009.504999999997,1.13155041,100.0,156.103,0.00679131,1.0,2194.17,0.0954579,1.0,resnet152-v1-7.onnx
2127106.269999999,92.89266799999999,155.0,2289854.098000001,100.00001242820015,1700.0,67014.51599999996,2.9265842858999958,516.0,624.0509999999999,0.02725286230000001,155.0,34913.91500000004,1.5247221462999987,465.0,363.92700000000013,0.0158930137,155.0,30684.426999999996,1.3400164700000006,151.0,1020.67,0.0445737,1.0,25764.263999999985,1.1251489899999998,100.0,153.378,0.00669816,1.0,2208.68,0.0964548,1.0,resnet152-v1-7.onnx
2130418.93,92.88441850000004,155.0,2293623.4930000016,99.99999611300002,1700.0,67433.70599999998,2.9400513362999994,516.0,392.19299999999976,0.01709927410000001,155.0,34961.07700000002,1.5242728843000015,465.0,370.7410000000002,0.016163988300000008,155.0,30738.475,1.34017086,151.0,1023.36,0.0446174,1.0,25952.523999999998,1.1315073600000007,100.0,149.267,0.00650791,1.0,2183.22,0.0951866,1.0,resnet152-v1-7.onnx
2122209.5500000003,92.79657999999999,155.0,2286948.1169999926,100.00000376190005,1700.0,67936.40400000004,2.9706142571,516.0,394.76900000000006,0.017261824,155.0,35391.593,1.5475470873000006,465.0,373.22300000000035,0.016319693500000003,155.0,31168.182,1.3628725600000005,151.0,1020.92,0.0446413,1.0,26130.232999999993,1.1425802700000003,100.0,151.233,0.00661287,1.0,2172.01,0.0949739,1.0,resnet152-v1-7.onnx
2133194.6199999987,92.86116200000002,155.0,2297187.174000006,100.00000608380007,1700.0,67781.34100000004,2.9506242610000033,516.0,379.62999999999994,0.016525871000000008,155.0,35473.74600000002,1.5442262190000025,465.0,364.0470000000002,0.015847512799999998,155.0,30876.626999999997,1.34410639,151.0,1026.88,0.0447016,1.0,25827.03700000001,1.1242894499999998,100.0,152.836,0.00665318,1.0,2110.41,0.0918696,1.0,resnet152-v1-7.onnx
2128629.4000000004,92.808398,155.0,2293574.4449999984,100.0000123991999,1700.0,68136.625,2.970760734800001,516.0,384.4230000000001,0.016760870500000004,155.0,35470.96900000006,1.5465369191000007,465.0,365.611,0.0159406648,155.0,31151.787999999997,1.3582198899999998,151.0,1019.61,0.0444549,1.0,26135.882000000005,1.1395261300000004,100.0,153.777,0.00670469,1.0,2126.36,0.0927096,1.0,resnet152-v1-7.onnx
2133997.0300000003,92.89202900000002,155.0,2297287.775000002,100.00000968220004,1700.0,67133.12400000007,2.9222774541000027,516.0,379.3249999999998,0.016511862099999997,155.0,35441.69000000001,1.5427627554000012,465.0,366.48400000000004,0.015952900599999997,155.0,30878.75499999999,1.3441397599999998,151.0,1021.7,0.0444741,1.0,25701.772999999997,1.1187883199999997,100.0,148.364,0.00645823,1.0,2219.53,0.0966153,1.0,resnet152-v1-7.onnx
2131853.8599999994,92.89902810000004,155.0,2294807.5870000017,100.00000121270021,1700.0,67195.76900000001,2.9281650089999953,516.0,372.452,0.016230201600000004,155.0,35165.147999999965,1.5323782802,465.0,365.6,0.0159316119,155.0,30842.695000000007,1.3440210000000004,151.0,1019.98,0.0444472,1.0,25645.194000000003,1.1175304800000005,100.0,152.119,0.00662883,1.0,2194.77,0.0956405,1.0,resnet152-v1-7.onnx
2130487.17,92.82270899999997,155.0,2295221.820000002,99.99999554620008,1700.0,67942.56800000001,2.960174126799998,516.0,384.72499999999985,0.016761998799999994,155.0,35423.952999999994,1.5433782040999988,465.0,366.48699999999997,0.015967386499999996,155.0,31134.874000000007,1.3565084699999994,151.0,1022.09,0.0445312,1.0,26127.359999999997,1.1383368900000004,100.0,154.213,0.00671887,1.0,2178.38,0.0949094,1.0,resnet152-v1-7.onnx
