aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddaddnnrelu,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
292460.67,61.05512,4.0,479010.49,99.99994719,23.0,970.256,0.202554,1.0,74269.37,15.50476,5.0,104964.35,21.912729999999996,8.0,5003.360000000001,1.044522,3.0,41.694,0.00870419,1.0,1300.79,0.271557,1.0,resnet18.onnx
291558.1,61.40119,4.0,474840.818,99.99993872000002,23.0,975.997,0.205542,1.0,72787.81999999999,15.32889,5.0,103128.31000000003,21.718479999999996,8.0,5060.15,1.0656510000000001,3.0,41.571,0.00875472,1.0,1288.87,0.271431,1.0,resnet18.onnx
276363.19999999995,59.59745,4.0,463717.1109999999,100.00005694999997,23.0,978.376,0.210985,1.0,74294.11,16.02141,5.0,105911.74000000002,22.83973,8.0,4832.42,1.042103,3.0,42.365,0.00913595,1.0,1294.9,0.279243,1.0,resnet18.onnx
271395.8,59.73388,4.0,454341.5970000001,99.99999839999998,23.0,981.6,0.216049,1.0,72504.79,15.95821,5.0,103201.66999999998,22.71454,8.0,4926.65,1.084349,3.0,41.197,0.0090674,1.0,1289.89,0.283903,1.0,resnet18.onnx
293203.2,61.02270000000001,4.0,480482.3180000001,100.00000353,23.0,981.171,0.204205,1.0,74226.77,15.44838,5.0,105800.02000000002,22.019540000000003,8.0,4928.78,1.025797,3.0,41.867,0.00871353,1.0,1300.51,0.270668,1.0,resnet18.onnx
292117.26,61.61477000000001,4.0,474103.361,100.00002706000001,23.0,976.083,0.20588,1.0,72207.48,15.230290000000002,5.0,102556.71,21.63169,8.0,4922.74,1.038327,3.0,42.608,0.00898706,1.0,1280.48,0.270083,1.0,resnet18.onnx
275804.3,59.53179,4.0,463289.4059999999,99.99999950000002,23.0,971.646,0.209728,1.0,74838.63999999998,16.153730000000003,5.0,105287.26000000001,22.726010000000002,8.0,5055.07,1.091126,3.0,41.93,0.0090505,1.0,1290.56,0.278565,1.0,resnet18.onnx
271208.5,59.776010000000014,4.0,453707.73400000005,100.00000980000003,23.0,978.505,0.215669,1.0,71820.26000000001,15.829640000000001,5.0,103292.26000000001,22.766279999999995,8.0,5060.41,1.115347,3.0,41.899,0.0092348,1.0,1305.9,0.287829,1.0,resnet18.onnx
304444.0,61.78920000000001,4.0,492714.393,100.00002697,23.0,983.183,0.199544,1.0,74530.78,15.12657,5.0,106540.48000000001,21.623139999999996,8.0,4860.37,0.986449,3.0,42.26,0.00857697,1.0,1313.32,0.266547,1.0,resnet18.onnx
292471.6,61.428200000000004,4.0,476119.0490000002,100.00000045999998,23.0,981.007,0.206043,1.0,72379.68000000001,15.202020000000001,5.0,104128.41999999998,21.870290000000004,8.0,4833.18,1.015121,3.0,42.172,0.00885746,1.0,1282.99,0.269469,1.0,resnet18.onnx
274297.15,59.51227,4.0,460909.08999999997,100.00004706000003,23.0,980.062,0.212637,1.0,74400.98999999999,16.14222,5.0,104995.76,22.78013,8.0,4895.889999999999,1.062225,3.0,41.118,0.00892106,1.0,1298.12,0.281644,1.0,resnet18.onnx
273093.39999999997,60.00772,4.0,455096.97599999997,99.99998755000001,23.0,979.579,0.215246,1.0,72038.56,15.82928,5.0,102506.22,22.52404,8.0,5136.82,1.1287310000000002,3.0,41.967,0.00922155,1.0,1300.43,0.285749,1.0,resnet18.onnx
292622.6,61.07794,4.0,479096.2469999999,99.99993001000001,23.0,980.899,0.204739,1.0,74029.57999999999,15.45193,5.0,104934.76,21.90267,8.0,5182.26,1.081674,3.0,40.958,0.00854901,1.0,1305.19,0.272428,1.0,resnet18.onnx
293213.0,61.69369999999999,4.0,475271.54600000003,99.99995211000002,23.0,980.009,0.2062,1.0,72255.11,15.20293,5.0,102432.76999999999,21.55249,8.0,5048.030000000001,1.062136,3.0,42.927,0.00903211,1.0,1299.7,0.273464,1.0,resnet18.onnx
277772.30000000005,59.78796,4.0,464595.5150000001,100.00000661999998,23.0,975.085,0.209878,1.0,74423.12000000001,16.01891,5.0,105217.80000000002,22.647210000000005,8.0,4871.280000000001,1.0485,3.0,40.72,0.00876462,1.0,1295.21,0.278784,1.0,resnet18.onnx
271387.4,59.91309,4.0,452968.80100000004,100.00004837,23.0,978.899,0.216107,1.0,71936.6,15.88113,5.0,102407.95,22.60818,8.0,4920.0599999999995,1.0861800000000001,3.0,42.232,0.00932337,1.0,1295.66,0.286038,1.0,resnet18.onnx
292340.5,60.928839999999994,4.0,479806.616,100.00000181,23.0,977.285,0.203683,1.0,74446.11,15.51586,5.0,105648.01000000001,22.01885,8.0,5048.58,1.052211,3.0,40.111,0.00835981,1.0,1306.02,0.272198,1.0,resnet18.onnx
292731.5,61.56469,4.0,475486.26499999996,100.00001755,23.0,977.173,0.20551,1.0,72784.65000000001,15.3074,5.0,102489.82,21.55474,8.0,5159.54,1.085108,3.0,41.912,0.00881455,1.0,1301.67,0.273755,1.0,resnet18.onnx
276774.5,59.59789000000001,4.0,464403.6120000001,100.00000983000004,23.0,971.991,0.209299,1.0,74509.45,16.0441,5.0,105894.1,22.80214,8.0,4910.5599999999995,1.05739,3.0,40.811,0.00878783,1.0,1302.2,0.280403,1.0,resnet18.onnx
272568.3,60.07784,4.0,453691.20499999996,99.99993759999997,23.0,974.796,0.214859,1.0,71459.51000000001,15.750689999999999,5.0,102331.31,22.555310000000002,8.0,5020.43,1.106576,3.0,42.509,0.0093696,1.0,1294.35,0.285293,1.0,resnet18.onnx
290724.1,60.84983,4.0,477772.60799999995,99.99994252999998,23.0,982.65,0.205673,1.0,73913.82,15.470509999999999,5.0,105884.57999999999,22.162119999999998,8.0,4924.23,1.030665,3.0,41.048,0.00859153,1.0,1302.18,0.272553,1.0,resnet18.onnx
291667.68,61.49414,4.0,474301.62299999996,99.99996941999999,23.0,977.798,0.206155,1.0,71561.24,15.08769,5.0,103857.62,21.89694,8.0,4891.43,1.03129,3.0,42.305,0.00891942,1.0,1303.55,0.274835,1.0,resnet18.onnx
275548.89,59.53326,4.0,462848.8540000001,100.00000757999999,23.0,979.266,0.211573,1.0,75022.63,16.208879999999997,5.0,105042.81999999999,22.69483,8.0,4904.36,1.059602,3.0,42.358,0.00915158,1.0,1308.53,0.282711,1.0,resnet18.onnx
273485.11,60.00597,4.0,455762.62600000005,99.99994517,23.0,978.325,0.214657,1.0,72612.77999999998,15.93215,5.0,102301.1,22.44615,8.0,5050.3099999999995,1.108101,3.0,42.291,0.00927917,1.0,1292.71,0.283638,1.0,resnet18.onnx
292425.0,61.02419,4.0,479195.108,100.00003450999998,23.0,978.05,0.204103,1.0,74332.97,15.51207,5.0,105073.66999999998,21.92714,8.0,5059.32,1.055796,3.0,41.218,0.00860151,1.0,1284.88,0.268134,1.0,resnet18.onnx
291995.8,61.541329999999995,4.0,474470.972,100.00001942999998,23.0,981.108,0.206779,1.0,72218.31,15.22083,5.0,103213.59,21.753410000000002,8.0,4727.9800000000005,0.996476,3.0,42.154,0.00888443,1.0,1292.03,0.27231,1.0,resnet18.onnx
275923.83999999997,59.5524,4.0,463330.17199999996,100.00007321,23.0,979.258,0.211352,1.0,74970.72,16.18084,5.0,105030.93,22.668689999999998,8.0,5085.01,1.097492,3.0,42.354,0.00914121,1.0,1298.06,0.280158,1.0,resnet18.onnx
271220.1,59.62439,4.0,454881.23400000005,100.00004107000001,23.0,983.698,0.216254,1.0,72539.79000000001,15.947,5.0,103768.38,22.81219,8.0,5024.950000000001,1.1046749999999999,3.0,40.976,0.00900807,1.0,1303.34,0.286524,1.0,resnet18.onnx
292968.14,61.06891,4.0,479733.121,99.99993511999999,23.0,976.946,0.203644,1.0,74427.77,15.51441,5.0,105006.62,21.88856,8.0,5033.93,1.049318,3.0,41.675,0.00868712,1.0,1278.04,0.266406,1.0,resnet18.onnx
293374.15,61.655640000000005,4.0,475826.968,99.99998080000002,23.0,977.39,0.205409,1.0,72761.04999999999,15.291490000000001,5.0,102346.8,21.509230000000002,8.0,5017.53,1.054485,3.0,43.128,0.0090638,1.0,1306.92,0.274663,1.0,resnet18.onnx
275623.5,59.519769999999994,4.0,463079.625,100.00008791,23.0,977.641,0.211117,1.0,75111.68,16.22003,5.0,105006.44,22.675680000000003,8.0,5027.17,1.085594,3.0,40.394,0.00872291,1.0,1292.8,0.279174,1.0,resnet18.onnx
272499.16000000003,59.73456,4.0,456183.3790000001,100.00000595,23.0,984.005,0.215704,1.0,72595.76,15.91372,5.0,103792.23000000001,22.752319999999997,8.0,4975.46,1.090669,3.0,41.444,0.00908495,1.0,1295.32,0.283948,1.0,resnet18.onnx
291962.18,60.90841,4.0,479345.32300000003,99.99991318000004,23.0,976.968,0.203813,1.0,74337.97,15.50824,5.0,105649.16,22.04032,8.0,5090.87,1.062049,3.0,40.865,0.00852518,1.0,1287.31,0.268556,1.0,resnet18.onnx
292943.02,61.62879,4.0,475334.83100000006,100.00006091,23.0,971.738,0.204432,1.0,72768.82,15.308960000000003,5.0,102390.40000000001,21.54073,8.0,4921.86,1.035453,3.0,41.463,0.00872291,1.0,1297.53,0.272973,1.0,resnet18.onnx
275615.13,59.52784,4.0,463002.31299999997,100.00008282,23.0,979.425,0.211538,1.0,74752.02,16.14511,5.0,105512.8,22.788829999999997,8.0,4796.71,1.036003,3.0,43.438,0.00938182,1.0,1302.79,0.28138,1.0,resnet18.onnx
270727.2,59.76098999999999,4.0,453016.73,99.99997943999999,23.0,976.516,0.215559,1.0,72512.6,16.0066,5.0,102360.40999999999,22.59525,8.0,5094.0,1.12446,3.0,43.324,0.00956344,1.0,1302.68,0.287557,1.0,resnet18.onnx
291280.69999999995,61.048849999999995,4.0,477127.32399999985,100.00000646000004,23.0,984.446,0.206328,1.0,73412.73999999999,15.386399999999998,5.0,104924.58,21.9909,8.0,5179.51,1.08556,3.0,42.228,0.00885046,1.0,1303.12,0.273118,1.0,resnet18.onnx
292016.87,61.383309999999994,4.0,475727.1979999999,100.00004639,23.0,978.46,0.205677,1.0,72813.23000000001,15.30568,5.0,103406.47,21.736489999999996,8.0,5188.33,1.090612,3.0,43.098,0.00905939,1.0,1280.74,0.269218,1.0,resnet18.onnx
275336.3,59.525839999999995,4.0,462548.75400000013,99.99996590999999,23.0,978.059,0.21145,1.0,74920.84999999999,16.19741,5.0,105042.09,22.70942,8.0,4944.629999999999,1.068996,3.0,42.295,0.00914391,1.0,1284.53,0.277706,1.0,resnet18.onnx
271456.32,59.944300000000005,4.0,452847.14599999995,99.99998907000001,23.0,977.537,0.215865,1.0,71913.25,15.880279999999999,5.0,102333.28,22.59777,8.0,4827.3,1.065988,3.0,41.309,0.00912207,1.0,1298.15,0.286664,1.0,resnet18.onnx
