aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,label_model_name
303092.404,97.286758,24.0,311545.343,99.9999868,38.0,1662.005,0.5334717999999999,3.0,1959.1640000000002,0.6288537,8.0,4664.27,1.497139,2.0,167.5,0.0537643,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
277745.324,97.03841,24.0,286222.18899999995,100.00004729999999,38.0,1657.6820000000002,0.5791596000000001,3.0,1973.79,0.6896005999999999,8.0,4677.99,1.63439,2.0,167.403,0.0584871,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
301887.794,97.26806499999999,24.0,310366.84199999995,100.00000579999998,38.0,1668.329,0.537534,3.0,1962.383,0.6322779,8.0,4678.91,1.50754,2.0,169.426,0.0545889,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
279646.72699999996,97.05896000000001,24.0,288120.719,100.0000839,38.0,1656.104,0.5747946,3.0,1956.263,0.6789726,8.0,4692.13,1.628529,2.0,169.495,0.0588277,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
302437.917,97.266786,24.0,310936.53,100.00001439999998,38.0,1666.553,0.5359779,3.0,1975.185,0.6352368,8.0,4687.860000000001,1.507657,2.0,169.015,0.0543567,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
277054.855,97.02940899999999,24.0,285537.032,100.0000192,38.0,1664.448,0.5829189,3.0,1963.9680000000005,0.6878164,8.0,4686.120000000001,1.6411639999999998,2.0,167.641,0.0587109,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
302412.374,97.270248,24.0,310898.969,99.9999385,38.0,1671.1229999999998,0.5375124,3.0,1968.12,0.6330408,8.0,4680.51,1.505473,2.0,166.842,0.0536643,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
278312.84400000004,97.043241,24.0,286792.398,99.99992599999999,38.0,1666.3229999999999,0.5810200000000001,3.0,1969.2410000000002,0.6866428,8.0,4676.1900000000005,1.630513,2.0,167.8,0.0585092,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
303007.77800000005,97.27209199999999,24.0,311505.22400000005,99.9999612,38.0,1666.175,0.5348789,3.0,1967.5210000000002,0.6316180999999998,8.0,4693.97,1.506869,2.0,169.78,0.0545032,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
277643.11799999996,97.03529499999999,24.0,286125.88099999994,99.9999914,38.0,1662.817,0.5811484,3.0,1967.0209999999997,0.6874673,8.0,4685.98,1.637734,2.0,166.945,0.0583467,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
302821.138,97.27543,24.0,311302.755,99.99998459999999,38.0,1665.846,0.5351211,3.0,1966.5400000000002,0.6317122,8.0,4677.97,1.502707,2.0,171.261,0.0550143,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
278033.32,97.04005900000001,24.0,286514.26700000005,100.0000998,38.0,1663.9919999999997,0.5807698,3.0,1972.813,0.6885563,8.0,4676.91,1.632347,2.0,167.232,0.0583677,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
302480.648,97.27488,24.0,310954.525,99.9999946,38.0,1669.233,0.5368088000000001,3.0,1966.0990000000002,0.6322785999999999,8.0,4671.77,1.502394,2.0,166.775,0.0536332,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
277822.054,97.034989,24.0,286311.20000000007,99.9999997,38.0,1666.5220000000002,0.5820676,3.0,1971.675,0.6886477999999999,8.0,4680.389999999999,1.6347239999999998,2.0,170.559,0.0595713,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
303351.186,97.28053700000001,24.0,311831.33900000004,100.00001000000002,38.0,1666.2060000000001,0.5343296,3.0,1968.2959999999998,0.6312071999999999,8.0,4675.21,1.4992779999999999,2.0,170.441,0.0546582,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
277079.039,97.029554,24.0,285561.461,99.9999939,38.0,1667.1660000000002,0.5838218000000001,3.0,1972.0600000000002,0.6905912999999999,8.0,4674.15,1.636829,2.0,169.046,0.0591978,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
302527.005,97.274619,24.0,311003.135,100.00003560000002,38.0,1661.628,0.5342797,3.0,1958.2520000000002,0.6296575999999999,8.0,4687.81,1.5073189999999999,2.0,168.44,0.0541603,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
279009.677,97.05067700000001,24.0,287488.52200000006,99.9999573,38.0,1664.4429999999998,0.5789584,3.0,1966.354,0.6839765999999999,8.0,4678.42,1.627342,2.0,169.628,0.0590033,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
302496.87299999996,97.27539699999997,24.0,310969.56499999994,100.00000289999998,38.0,1665.6850000000002,0.535643,3.0,1963.3440000000005,0.6313625,8.0,4672.7,1.502623,2.0,170.963,0.0549774,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
279763.53400000004,97.064974,24.0,288222.95300000004,99.99999680000002,38.0,1661.307,0.5763958,3.0,1960.5729999999996,0.6802277000000001,8.0,4669.04,1.6199379999999999,2.0,168.499,0.0584613,1.0,squeezenet1_1.onnx
0.0,nan,24.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,2.0,0.0,nan,1.0,squeezenet1_1.onnx
